,漫画タイトル,シリーズID,ISBN,漫画家,原作者,出版社,掲載雑誌,ジャンル,書影URL,タイトルURL,立ち読みURL,無料で読める巻数,無料キャンペーン中のタイトルなのか,無料期限
50,シリーズ書籍一覧 5冊を配信中 ,231433,5,  桜日梯子  ,,  ビーボーイ編集部  ,ビーボーイコミックスDX, ボーイズラブコミック 少女コミック/少女コミック ラブストーリー/少女コミック ボーイズラブコミック/R./ビーボーイコミックスデラックス/ビーボーイ編集部,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/B6100034115061.jpg?20180922213951,https://www.ebookjapan.jp/ebj/231433/,,0,有料,
51,シリーズ書籍一覧 10冊を配信中 ,23657,10,  金田一蓮十郎  ,,  講談社  ,デザート, 少女マンガ 少女コミック/少女コミック ラブストーリー/少女コミック ラブコメ/デザート,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD673160.jpg?20181011213029,https://www.ebookjapan.jp/ebj/23657/,,0,有料,
52,シリーズ書籍一覧 15冊を配信中 ,206070,15,  松浦だるま  ,,  講談社  ,イブニング, 青年マンガ 青年マンガ/少女コミック/ミステリー・ホラー/少女コミック ドラマ/少女コミック ミステリー・ホラー/イブニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KA188360.jpg?20181129174041,https://www.ebookjapan.jp/ebj/206070/,,0,有料,
53,シリーズ書籍一覧 15冊を配信中 ,199894,15,  ぢゅん子  ,,  講談社  ,別冊フレンド, 少女マンガ 少女コミック/少女コミック ラブストーリー/少女コミック 学園/別冊フレンド,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KA015660.jpg?20181115173044,https://www.ebookjapan.jp/ebj/199894/,,0,有料,
54,シリーズ書籍一覧 13冊を配信中 ,21687,13,  藤間麗  ,,  小学館  ,Cheese!, 少女マンガ 少女コミック/少女コミック ファンタジー/少女コミック ラブストーリー/Cheese!,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX290260.jpg?20181111213057,https://www.ebookjapan.jp/ebj/21687/,,0,有料,
55,【最新刊】【無料】麻見隆一の華麗なる日常,27616,15,  やまねあやの  ,,  ビーボーイ編集部  ,ビーボーイコミックス, ボーイズラブコミック 少女コミック/少女コミック ラブストーリー/少女コミック 仕事/少女コミック ボーイズラブコミック/ビーボーイコミックス/R./★BLランキング手帖掲載作品★/★BL手帖～WE LOVE BL2014～掲載作品★/ビーボーイ編集部/【BL】ヤクザ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/Q8100040834361.jpg?20180905164455,https://www.ebookjapan.jp/ebj/27616/,,1,有料,
56,シリーズ書籍一覧 64冊を配信中 ,320285,64,  細川智栄子あんど芙～みん  ,,  秋田書店  ,プリンセス, 少女マンガ ベストセラー/長編マンガ/少女コミック/少女コミック SF/少女コミック ファンタジー/少女コミック ラブストーリー/少女コミック 歴史/プリンセス/昭和の名作1970年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/H6100037311961.jpg?20180906233331,https://www.ebookjapan.jp/ebj/320285/,,0,有料,
57,シリーズ書籍一覧 30冊を配信中 ,173481,30,  池野恋  ,,  集英社  ,りぼん, 少女マンガ 少女コミック/少女コミック ファンタジー/少女コミック ラブコメ/りぼん/りぼんマスコットコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR559960.jpg?20180301155609,https://www.ebookjapan.jp/ebj/173481/,,0,有料,
58,【完結済み】海街diary　（9）　行ってくる,22922,11,  吉田秋生  ,,  小学館  ,flowers, 少女マンガ 少女コミック/少女コミック ファミリー/少女コミック ラブストーリー/少女コミック 学園/少女コミック 仕事/flowers,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/K7100050627061.jpg?20181213155954,https://www.ebookjapan.jp/ebj/22922/,,2,有料,
59,シリーズ書籍一覧 22冊を配信中 ,27282,22,  青木琴美  ,,  小学館  ,Cheese!, 少女マンガ 少女コミック/少女コミック ラブストーリー/少女コミック 学園/少女コミック 仕事/Cheese!,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX513760.jpg?20181111213059,https://www.ebookjapan.jp/ebj/27282/,,0,有料,
60,シリーズ書籍一覧 14冊を配信中 ,160316,14,  相原実貴  ,,  小学館  ,Cheese!, 少女マンガ 少女コミック/少女コミック ラブストーリー/少女コミック 仕事/Cheese!,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/S8100033237261.jpg?20181111213106,https://www.ebookjapan.jp/ebj/160316/,,0,有料,
61,シリーズ書籍一覧 6冊を配信中 ,310015,6,  ふじた  ,,  一迅社  ,comic POOL, 女性マンガ 少女コミック/ラブコメ/comic POOL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/C3100039389161.jpg?20180731142405,https://www.ebookjapan.jp/ebj/310015/,,0,有料,
62,シリーズ書籍一覧 21冊を配信中 ,25899,21,  津田雅美  ,,  白泉社  ,花とゆめコミックス, 少女マンガ 長編マンガ/少女コミック/少女コミック ラブストーリー/少女コミック ドラマ/少女コミック 学園/花とゆめコミックス/LaLa,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/HSS21760.jpg?20180705173949,https://www.ebookjapan.jp/ebj/25899/,,0,有料,
63,シリーズ書籍一覧 10冊を配信中 ,160278,10,  咲坂伊緒  ,,  集英社  ,別冊マーガレット, 少女マンガ 少女コミック/少女コミック ラブストーリー/少女コミック 学園/別冊マーガレット/マーガレットコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR355360.jpg?20171117193644,https://www.ebookjapan.jp/ebj/160278/,,0,有料,
64,【完結済み】イタズラなKiss(フルカラー版)　1巻,132615,23,  多田かおる  ,,  ミナトプロ／エムズ  ,, 少女マンガ 少女コミック/ラブストーリー/少女コミック ラブストーリー/少女コミック ラブコメ/少女コミック ドラマ/少女コミック コメディ/フルカラー,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/IKFC0160.jpg?20180829100422,https://www.ebookjapan.jp/ebj/132615/,,1,有料,
65,シリーズ書籍一覧 23冊を配信中 ,7706,23,  多田かおる  ,,  ミナトプロ／エムズ  ,, 少女マンガ 少女コミック/ラブストーリー/少女コミック ラブストーリー/少女コミック ラブコメ/少女コミック ドラマ/少女コミック コメディ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/REBU0160.jpg?20180827170227,https://www.ebookjapan.jp/ebj/7706/,,0,有料,
66,シリーズ書籍一覧 11冊を配信中 ,190298,11,  雨隠ギド  ,,  講談社  ,good！アフタヌーン, 青年マンガ 青年マンガ/少女コミック/人情/料理/少女コミック ドラマ/少女コミック 料理/アフタヌーン/good！アフタヌーン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/K5100037605861.jpg?20181102114023,https://www.ebookjapan.jp/ebj/190298/,,0,有料,
67,ディアプラス 2018年11月号［期間限定］,174871,2,  左京亜也/奥田枠/佳門サエコ/ひなこ/文善やよひ/ミキマキ/山本アタル/猫野まりこ/立野真琴/南月ゆう/阿部あかね/志水ゆき/夏目イサク/日ノ原巡/瀬戸うみこ/木下けい子/待緒イサミ/須坂紫那/安西リカ/のきようこ/青山十三/金井桂/吉田ゆうこ/端倉ジル  ,,  新書館  ,Dear+, ボーイズラブ雑誌 少女コミック/少女コミック ラブストーリー/少女コミック ボーイズラブコミック/Dear+/R./BL雑誌・アンソロジー,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/G8100047636861.jpg?20181115153332,https://www.ebookjapan.jp/ebj/174871/volume64/,,0,有料,
68,シリーズ書籍一覧 11冊を配信中 ,25042,11,  チカ  ,,  講談社  ,ＡＲＩＡ, 少女マンガ 少女コミック/少女コミック ラブストーリー/ＡＲＩＡ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD702260.jpg?20181114213011,https://www.ebookjapan.jp/ebj/25042/,,0,有料,
69,【完結済み】昭和元禄落語心中　1巻,23655,10,  雲田はるこ  ,,  講談社  ,BE・LOVE, 少女マンガ 少女コミック/少女コミック ドラマ/少女コミック 個性派/少女コミック 仕事/BE・LOVE/ITAN,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD672960.jpg?20181114191213,https://www.ebookjapan.jp/ebj/23655/,/ebj/tachiyomi/additem.asp?tachiyomi_id=49060295,3,無料,2018/12/18
70,シリーズ書籍一覧 10冊を配信中 ,563,10,  池田　理代子  ,,  池田理代子プロダクション  ,, 少女マンガ ベストセラー/長編マンガ/少女コミック/ラブストーリー/ヒーロー/歴史/少女コミック ラブストーリー/少女コミック ヒーロー・ヒロイン/少女コミック 歴史/昭和の名作1970年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/BERU0160.jpg?20181212123925,https://www.ebookjapan.jp/ebj/563/,,0,有料,
71,シリーズ書籍一覧 21冊を配信中 ,23648,21,  羅川真里茂  ,,  講談社  ,月刊少年マガジン, 少年マンガ 少年マンガ/少女コミック/学園/少女コミック 学園/月刊少年マガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/N4100043098261.jpg?20181016133409,https://www.ebookjapan.jp/ebj/23648/,,0,有料,
72,シリーズ書籍一覧 13冊を配信中 ,214820,13,  さいとうちほ  ,,  小学館  ,flowers, 少女マンガ 少女コミック/少女コミック ラブストーリー/少女コミック 時代劇/flowers,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX892760.jpg?20181111213104,https://www.ebookjapan.jp/ebj/214820/,,0,有料,
73,シリーズ書籍一覧 15冊を配信中 ,21879,15,  水波風南  ,,  小学館  ,少コミ, 少女マンガ 長編マンガ/少女コミック/少女コミック ラブストーリー/少女コミック 学園/少コミ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX292360.jpg?20181111213057,https://www.ebookjapan.jp/ebj/21879/,,0,有料,
74,Qpa vol.84 シリアス,24019,294,  ミギノヤギ / 喃喃 / こん炉 / 森嶋ペコ/姉村アネム  ,,  竹書房  ,バンブーコミックス Qpaコレクション, ボーイズラブ雑誌 少女コミック/少女コミック ボーイズラブコミック/R./BL雑誌・アンソロジー/Qpa/バンブーコミックス Qpaコレクション,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/V1100049063961.jpg?20181122170047,https://www.ebookjapan.jp/ebj/24019/volume314/,,0,有料,
75,シリーズ書籍一覧 14冊を配信中 ,20194,14,  小川彌生  ,,  講談社  ,Kiss, 少女マンガ ベストセラー/長編マンガ/少女コミック/少女コミック ラブストーリー/少女コミック 仕事/Kiss,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD568160.jpg?20181108213039,https://www.ebookjapan.jp/ebj/20194/,,0,有料,
76,シリーズ書籍一覧 15冊を配信中 ,129859,15,  和泉かねよし  ,,  小学館  ,ベツコミ, 少女マンガ 少女コミック/少女コミック ラブストーリー/少女コミック 歴史/少女コミック 時代劇/ベツコミ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX561660.jpg?20181111213059,https://www.ebookjapan.jp/ebj/129859/,,0,有料,
77,シリーズ書籍一覧 12冊を配信中 ,130091,12,  佐々木倫子  ,,  白泉社  ,花とゆめコミックス, 少女マンガ 少女コミック/少女コミック コメディ/少女コミック 動物/花とゆめコミックス/花とゆめ/昭和の名作1980年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/HSS82660.jpg?20180705173949,https://www.ebookjapan.jp/ebj/130091/,,0,有料,
78,もうすぐ発売予定のシリーズ書籍,301758,41,  有賀リエ  ,,  講談社  ,Kiss, 女性マンガ 少女コミック/レディースコミック/少女コミック ラブストーリー/少女コミック ドラマ/レディースコミック ラブストーリー/レディースコミック ドラマ/Kiss,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/G2100039777861.jpg?20180824161016,https://www.ebookjapan.jp/ebj/301758/,,0,有料,
79,【完結済み】フルーツバスケット　1巻,25988,23,  高屋奈月  ,,  白泉社  ,花とゆめコミックス, 少女マンガ ベストセラー/長編マンガ/少女コミック/少女コミック ファンタジー/少女コミック ラブストーリー/少女コミック ラブコメ/少女コミック ドラマ/花とゆめコミックス/花とゆめ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/HSS16060.jpg?20181211174335,https://www.ebookjapan.jp/ebj/25988/,/ebj/tachiyomi/additem.asp?tachiyomi_id=49065286,3,無料,2018/12/25
80,シリーズ書籍一覧 19冊を配信中 ,315435,19,  あきづき空太  ,,  白泉社  ,LaLa, 少女マンガ 少女コミック/少女コミック ファンタジー/少女コミック ラブストーリー/花とゆめコミックス/LaLa,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/Z0100036451961.jpg?20180604124035,https://www.ebookjapan.jp/ebj/315435/,,0,有料,
81,シリーズ書籍一覧 10冊を配信中 ,18577,10,  宇仁田ゆみ  ,,  祥伝社/マンガ  ,FEEL YOUNG, 女性マンガ 少女コミック/レディースコミック/少女コミック ファミリー/少女コミック 個性派/レディースコミック ファミリー/レディースコミック 個性派/FEEL YOUNG,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SDS37860.jpg?20181115233009,https://www.ebookjapan.jp/ebj/18577/,,0,有料,
82,シリーズ書籍一覧 16冊を配信中 ,135009,16,  八田鮎子  ,,  集英社  ,別冊マーガレット, 少女マンガ 少女コミック/少女コミック ラブコメ/少女コミック 学園/別冊マーガレット/マーガレットコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR172260.jpg?20171117193640,https://www.ebookjapan.jp/ebj/135009/,,0,有料,
83,シリーズ書籍一覧 23冊を配信中 ,25900,23,  緑川ゆき  ,,  白泉社  ,花とゆめコミックス, 少女マンガ 長編マンガ/少女コミック/少女コミック ドラマ/少女コミック ミステリー・ホラー/花とゆめコミックス/LaLa,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/Q2100040772861.jpg?20180904135001,https://www.ebookjapan.jp/ebj/25900/,,0,有料,
84,シリーズ書籍一覧 9冊を配信中 ,199548,9,  海野つなみ  ,,  講談社  ,Kiss, 少女マンガ 少女コミック/少女コミック ラブストーリー/少女コミック ラブコメ/少女コミック 社会派/Kiss,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/E0100021354361.jpg?20181126160056,https://www.ebookjapan.jp/ebj/199548/,,0,有料,
85,【最新刊】コウノドリ　24巻,190290,24,  鈴ノ木ユウ  ,,  講談社  ,モーニング, 青年マンガ 青年マンガ/少女コミック/レディースコミック/社会派/仕事/少女コミック 社会派/少女コミック 仕事/レディースコミック 社会派/レディースコミック 仕事/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/R5100040905861.jpg?20180921183723,https://www.ebookjapan.jp/ebj/190290/,,2,有料,
