,漫画タイトル,シリーズID,ISBN,漫画家,原作者,出版社,掲載雑誌,ジャンル,書影URL,タイトルURL,立ち読みURL,無料で読める巻数,無料キャンペーン中のタイトルなのか,無料期限
142,シリーズ書籍一覧 12冊を配信中 ,10140,12,  作画：池上遼一　,史村翔  ,  小学館  ,ビッグコミックスペリオール, 青年マンガ 青年マンガ/アクション/ハードボイルド/社会派/仕事/ビッグコミックスペリオール,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SHK62760.jpg?20181016213033,https://www.ebookjapan.jp/ebj/10140/,,0,有料,
143,シリーズ書籍一覧 19冊を配信中 ,28195,19,  佐藤まさあき  ,,  グループ・ゼロ  ,マンガの金字塔, 青年マンガ 青年マンガ/アクション/ハードボイルド/マンガの金字塔/昭和の名作1970年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/GPZ10760.jpg?20181005233239,https://www.ebookjapan.jp/ebj/28195/,,0,有料,
144,【最新刊】中間管理録トネガワ　7巻,372954,8,  協力：福本伸行　,萩原天晴　漫画：三好智樹　漫画：橋本智広  ,  講談社  ,月刊ヤングマガジン, 青年マンガ 青年マンガ/ギャグ・コメディー/仕事/月刊ヤングマガジン/コミックＤＡＹＳ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/M1100037767061.jpg?20180725133331,https://www.ebookjapan.jp/ebj/372954/,,1,有料,
145,シリーズ書籍一覧 32冊を配信中 ,6884,32,  能條純一  ,,  小学館  ,ビッグコミックスピリッツ, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ビッグコミックスピリッツ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SHG06260.jpg?20181026192025,https://www.ebookjapan.jp/ebj/6884/,,0,有料,
146,シリーズ書籍一覧 21冊を配信中 ,7923,21,  木尾士目  ,,  講談社  ,アフタヌーン, 青年マンガ ベストセラー/青年マンガ/ラブコメ/個性派/ギャグ・コメディー/学園/アフタヌーン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/GENSH160.jpg?20181101233033,https://www.ebookjapan.jp/ebj/7923/,,0,有料,
147,モーニング　2019年2・3号 [2018年12月13日発売],322288,164,  モーニング編集部  ,,  講談社  ,モーニング, 男性マンガ誌 青年マンガ/モーニング/マンガ雑誌/マガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/I5100050408561.jpg?20181212163600,https://www.ebookjapan.jp/ebj/322288/volume201902/,,0,有料,
148,シリーズ書籍一覧 20冊を配信中 ,14844,20,  ゆうきまさみ  ,,  小学館  ,ヤングサンデー, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ＳＦ/アクション/ファンタジー/ヒーロー/ヤングサンデー,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SCX71360.jpg?20181020213112,https://www.ebookjapan.jp/ebj/14844/,,0,有料,
149,シリーズ書籍一覧 19冊を配信中 ,23725,19,  渡辺潤  ,,  講談社  ,ヤングマガジン, 青年マンガ 青年マンガ/ミステリー・ホラー/社会派/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD665460.jpg?20181020213102,https://www.ebookjapan.jp/ebj/23725/,,0,有料,
150,シリーズ書籍一覧 20冊を配信中 ,3699,20,  遊人  ,, ,, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ラブストーリー/ラブコメ/学園,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/UJIN0160.jpg?20180827170219,https://www.ebookjapan.jp/ebj/3699/,,0,有料,
151,シリーズ書籍一覧 17冊を配信中 ,10163,17,  画：池上遼一　作：武論尊  ,,  小学館  ,ビッグコミックスペリオール, 青年マンガ 青年マンガ/アクション/ハードボイルド/ビッグコミックスペリオール,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SHK63960.jpg?20181016213033,https://www.ebookjapan.jp/ebj/10163/,,0,有料,
152,シリーズ書籍一覧 8冊を配信中 ,25213,8,  峰浪りょう  ,,  小学館  ,ビッグコミックスモバMAN, 青年マンガ 青年マンガ/ラブストーリー/学園/ビッグコミックスモバMAN,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX459760.jpg?20181018112231,https://www.ebookjapan.jp/ebj/25213/,,0,有料,
153,シリーズ書籍一覧 11冊を配信中 ,190298,11,  雨隠ギド  ,,  講談社  ,good！アフタヌーン, 青年マンガ 青年マンガ/少女コミック/人情/料理/少女コミック ドラマ/少女コミック 料理/アフタヌーン/good！アフタヌーン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/K5100037605861.jpg?20181102114023,https://www.ebookjapan.jp/ebj/190298/,,0,有料,
154,シリーズ書籍一覧 17冊を配信中 ,266562,17,  ＮＯＮ  ,,  講談社  ,ヤングマガジン, 青年マンガ 青年マンガ/ラブストーリー/ラブコメ/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/O1100043166461.jpg?20181004163620,https://www.ebookjapan.jp/ebj/266562/,,0,有料,
155,シリーズ書籍一覧 10冊を配信中 ,334227,10,  かわぐちかいじ　協力：惠谷治  ,,  小学館  ,ビッグコミック, 青年マンガ 青年マンガ/社会派/戦争/ビッグコミック,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/H4100039891861.jpg?20181017233033,https://www.ebookjapan.jp/ebj/334227/,,0,有料,
156,シリーズ書籍一覧 15冊を配信中 ,21759,15,  宮下英樹  ,,  講談社  ,ヤングマガジン, 青年マンガ 長編マンガ/青年マンガ/アクション/歴史/時代劇/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD605760.jpg?20181101211041,https://www.ebookjapan.jp/ebj/21759/,,0,有料,
157,シリーズ書籍一覧 12冊を配信中 ,264296,12,  ,井上堅二　漫画：吉岡公威  ,  講談社  ,good！アフタヌーン, 青年マンガ 青年マンガ/ラブコメ/学園/大自然/good！アフタヌーン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/B3100044488361.jpg?20181121134417,https://www.ebookjapan.jp/ebj/264296/,,0,有料,
158,シリーズ書籍一覧 11冊を配信中 ,3657,11,  みやすのんき  ,, ,, 少年マンガ ベストセラー/少年マンガ/青年マンガ/ラブストーリー/ラブコメ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/NONK0160.jpg?20180827170219,https://www.ebookjapan.jp/ebj/3657/,,0,有料,
159,月刊！スピリッツ 2019年1月号（2018年11月27日発売号）,155727,44,  月刊！スピリッツ編集部　日向なつお　高橋悠也　寺山マル　水瀬マユ　ゆうきまさみ　伊藤　静　高橋のぼる　黒江ゆき　カレー沢　薫　板橋大祐　酒見賢一　緒里たばさ　早良　朋　藤原嗚呼子　イシイ渡　宇仁田ゆみ　菅原亮きん　村戸もみ　二宮正明　おかざき真里  ,,  小学館  ,月刊！スピリッツ, 男性マンガ誌 青年マンガ/アクション/ファンタジー/ギャグ・コメディー/仕事/時代劇/マンガ雑誌/マガジン/フリーマガジン/月刊！スピリッツ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/W2100049175861.jpg?20181126165648,https://www.ebookjapan.jp/ebj/155727/volume70/,,0,有料,
160,シリーズ書籍一覧 10冊を配信中 ,202751,10,  石塚真一  ,,  小学館  ,ビッグコミック, 青年マンガ 青年マンガ/人情/学園/ビッグコミック,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX847760.jpg?20181108174745,https://www.ebookjapan.jp/ebj/202751/,,0,有料,
161,シリーズ書籍一覧 12冊を配信中 ,190292,12,  花田陵  ,,  講談社  ,モーニング・ツー, 青年マンガ 青年マンガ/ファンタジー/ミステリー・ホラー/モーニング/モーニング・ツー,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/C0100039355661.jpg?20181020213123,https://www.ebookjapan.jp/ebj/190292/,,0,有料,
162,シリーズ書籍一覧 26冊を配信中 ,10497,26,  葉月京  ,,  秋田書店  ,ヤングチャンピオン, 青年マンガ 長編マンガ/青年マンガ/ラブコメ/ヤングチャンピオン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/AKT04260.jpg?20180827233128,https://www.ebookjapan.jp/ebj/10497/,,0,有料,
163,アフタヌーン 2019年1月号 [2018年11月24日発売],198297,61,  アフタヌーン編集部  ,,  講談社  ,アフタヌーン, 男性マンガ誌 青年マンガ/個性派/アフタヌーン/マンガ雑誌/マガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/T3100048880161.jpg?20181130194144,https://www.ebookjapan.jp/ebj/198297/volume455/,,0,有料,
164,シリーズ書籍一覧 18冊を配信中 ,174851,18,  岡本倫  ,,  集英社  ,週刊ヤングジャンプ, 青年マンガ 青年マンガ/ファンタジー/週刊ヤングジャンプ/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR580060.jpg?20180212213545,https://www.ebookjapan.jp/ebj/174851/,,0,有料,
165,シリーズ書籍一覧 20冊を配信中 ,15922,20,  黒丸　原案：夏原武  ,,  小学館  ,ヤングサンデー, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ハードボイルド/社会派/仕事/探偵・刑事/ヤングサンデー,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX007060.jpg?20181026192025,https://www.ebookjapan.jp/ebj/15922/,,0,有料,
166,シリーズ書籍一覧 32冊を配信中 ,152959,32,  大河原遁  ,,  集英社  ,スーパージャンプ, 青年マンガ 青年マンガ/仕事/スーパージャンプ/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR320160.jpg?20180212213534,https://www.ebookjapan.jp/ebj/152959/,,0,有料,
167,シリーズ書籍一覧 11冊を配信中 ,204135,11,  漫画：キムラダイスケ　,芝村裕吏  ,  講談社  ,アフタヌーン, 青年マンガ 青年マンガ/仕事/戦争/アフタヌーン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/F0100039657461.jpg?20180822172809,https://www.ebookjapan.jp/ebj/204135/,,0,有料,
168,シリーズ書籍一覧 13冊を配信中 ,21709,13,  福本伸行  ,,  ハイストーン  ,ヤングマガジン, 青年マンガ ベストセラー/長編マンガ/青年マンガ/個性派/ギャンブル/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/FKM03860.jpg?20180823181235,https://www.ebookjapan.jp/ebj/21709/,,0,有料,
169,シリーズ書籍一覧 26冊を配信中 ,27875,26,  井上智徳  ,,  講談社  ,ヤングマガジン, 青年マンガ 青年マンガ/ＳＦ/アクション/ミステリー・ホラー/ヤングマガジン/月刊ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD774360.jpg?20181129174040,https://www.ebookjapan.jp/ebj/27875/,,0,有料,
170,シリーズ書籍一覧 39冊を配信中 ,134312,39,  猿渡哲也  ,,  集英社  ,週刊ヤングジャンプ, 青年マンガ 長編マンガ/青年マンガ/アクション/週刊ヤングジャンプ/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR089360.jpg?20180212213528,https://www.ebookjapan.jp/ebj/134312/,,0,有料,
171,シリーズ書籍一覧 18冊を配信中 ,129816,18,  ,隆慶一郎　漫画：原哲夫　脚本：麻生未央  ,  ノース・スターズ・ピクチャーズ  ,, 青年マンガ 青年マンガ/アクション/歴史/時代劇/【NSP】,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/BUN60560.jpg?20180829100408,https://www.ebookjapan.jp/ebj/129816/,,0,有料,
172,イブニング 2019年1号 [2018年12月11日発売],232589,121,  イブニング編集部  ,,  講談社  ,イブニング, 男性マンガ誌 青年マンガ/個性派/イブニング/マンガ雑誌/マガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/G4100050196261.jpg?20181210143602,https://www.ebookjapan.jp/ebj/232589/volume402/,,0,有料,
173,シリーズ書籍一覧 24冊を配信中 ,27425,24,  木多康昭  ,,  講談社  ,ヤングマガジン, 青年マンガ 長編マンガ/青年マンガ/アクション/ギャグ・コメディー/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD763360.jpg?20181020213102,https://www.ebookjapan.jp/ebj/27425/,,0,有料,
174,シリーズ書籍一覧 10冊を配信中 ,7899,10,  漆原　友紀  ,,  講談社  ,アフタヌーン, 青年マンガ ベストセラー/青年マンガ/ファンタジー/ミステリー・ホラー/ヒーロー/仕事/アフタヌーン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/MUSH0160.jpg?20181214181852,https://www.ebookjapan.jp/ebj/7899/,,0,有料,
175,シリーズ書籍一覧 8冊を配信中 ,7212,8,  弘兼　憲史  ,,  講談社  ,モーニング, 青年マンガ ベストセラー/青年マンガ/ヒーロー/社会派/仕事/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/TSIM0160.jpg?20181019213033,https://www.ebookjapan.jp/ebj/7212/,,0,有料,
176,シリーズ書籍一覧 27冊を配信中 ,8118,27,  作：矢島正雄　画：弘兼憲史  ,,  小学館  ,ビッグコミックオリジナル, 青年マンガ 長編マンガ/青年マンガ/ラブストーリー/社会派/人情/仕事/探偵・刑事/ビッグコミックオリジナル,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SHG22760.jpg?20181016213030,https://www.ebookjapan.jp/ebj/8118/,,0,有料,
177,シリーズ書籍一覧 9冊を配信中 ,255638,9,  山本崇一朗  ,,  小学館  ,ゲッサン, 青年マンガ 青年マンガ/ラブコメ/学園/ゲッサン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/T4100038490261.jpg?20181020213112,https://www.ebookjapan.jp/ebj/255638/,,0,有料,
178,シリーズ書籍一覧 15冊を配信中 ,24774,15,  ,小松左京　漫画：一色登希彦  , ,, 青年マンガ 長編マンガ/青年マンガ/ＳＦ/大自然,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/ISSK0660.jpg?20180212213517,https://www.ebookjapan.jp/ebj/24774/,,0,有料,
179,もうすぐ発売予定のシリーズ書籍,322179,13,  作画：ナガテユカ  ,,  日本文芸社  ,ニチブンコミックス, 青年マンガ 青年マンガ/アクション/仕事/ニチブンコミックス,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/Y7100041623261.jpg?20180914172415,https://www.ebookjapan.jp/ebj/322179/,,0,有料,
180,シリーズ書籍一覧 21冊を配信中 ,7070,21,  三田　紀房  ,,  講談社  ,モーニング, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ヒーロー/社会派/実用・エッセイ/学園/学習マンガ/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/DRAG0160.jpg?20181019213032,https://www.ebookjapan.jp/ebj/7070/,,0,有料,
181,シリーズ書籍一覧 15冊を配信中 ,147579,15,  著者：大武政夫  ,,  KADOKAWA / エンターブレイン  ,HARTA COMIX, 青年マンガ 青年マンガ/ＳＦ/ファンタジー/人情/ギャグ・コメディー/HARTA COMIX/KADOKAWA/KADOKAWA / マンガ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/Y2100041574861.jpg?20180914172415,https://www.ebookjapan.jp/ebj/147579/,,0,有料,
182,シリーズ書籍一覧 20冊を配信中 ,22770,20,  安倍夜郎  ,,  小学館  ,ビッグコミックオリジナル, 青年マンガ 青年マンガ/人情/個性派/仕事/料理/ネオン街/ビッグコミックオリジナル,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/P2100038075961.jpg?20180705154224,https://www.ebookjapan.jp/ebj/22770/,,0,有料,
183,シリーズ書籍一覧 13冊を配信中 ,18653,13,  福本伸行  ,,  ハイストーン  ,ヤングマガジン, 青年マンガ ベストセラー/長編マンガ/青年マンガ/個性派/ギャンブル/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/FKM01460.jpg?20180823181235,https://www.ebookjapan.jp/ebj/18653/,,0,有料,
184,【グラビアあり】漫画アクション 2018年12/18号【期間限定】,146266,6,  漫画アクション編集部  ,,  双葉社  ,漫画アクション, 男性マンガ誌 青年マンガ/ラブストーリー/ラブコメ/社会派/スポーツ/料理/漫画アクション/マンガ雑誌/マガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/H2100050279061.jpg?20181206161013,https://www.ebookjapan.jp/ebj/146266/volume20181218/,,0,有料,
185,シリーズ書籍一覧 27冊を配信中 ,132962,27,  萩原一至  ,,  集英社  ,ウルトラジャンプ, 青年マンガ 長編マンガ/青年マンガ/アクション/ファンタジー/週刊少年ジャンプ/ウルトラジャンプ/ジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR081660.jpg?20180212213528,https://www.ebookjapan.jp/ebj/132962/,,0,有料,
186,シリーズ書籍一覧 17冊を配信中 ,23642,17,  ,森高夕次　漫画：アダチケイジ  ,  講談社  ,モーニング, 青年マンガ 青年マンガ/スポーツ/仕事/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD662260.jpg?20181025172856,https://www.ebookjapan.jp/ebj/23642/,,0,有料,
187,シリーズ書籍一覧 10冊を配信中 ,307163,10,  眉月じゅん  ,,  小学館  ,ビッグコミックスピリッツ, 青年マンガ 青年マンガ/ラブストーリー/仕事/ビッグコミックスピリッツ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/P3100001600161.jpg?20181017233028,https://www.ebookjapan.jp/ebj/307163/,,0,有料,
188,シリーズ書籍一覧 20冊を配信中 ,2929,20,  弘兼憲史  ,,  講談社  ,ミスターマガジン, 青年マンガ 長編マンガ/青年マンガ/社会派/仕事/ミスターマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KAJI0160.jpg?20181019213029,https://www.ebookjapan.jp/ebj/2929/,,0,有料,
189,シリーズ書籍一覧 18冊を配信中 ,27482,18,  甘詰留太  ,,  白泉社  ,ヤングアニマル, 青年マンガ 青年マンガ/ラブストーリー/ラブコメ/学園/ヤングアニマル/JETS COMICS,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/HSS40160.jpg?20181128163008,https://www.ebookjapan.jp/ebj/27482/,,0,有料,
190,シリーズ書籍一覧 31冊を配信中 ,154737,31,  作画：藤原カムイ　脚本：梅村崇　監修：堀井雄二  ,,  スクウェア・エニックス  ,ヤングガンガン, 青年マンガ 青年マンガ/アクション/ファンタジー/ヤングガンガン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/M3100045581061.jpg?20181024141159,https://www.ebookjapan.jp/ebj/154737/,,0,有料,
191,シリーズ書籍一覧 15冊を配信中 ,167481,15,  高橋留美子  ,,  小学館  ,ビッグコミックスピリッツ, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ラブストーリー/ラブコメ/ビッグコミックスピリッツ/昭和の名作1980年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX711260.jpg?20181017111138,https://www.ebookjapan.jp/ebj/167481/,,0,有料,
192,【完結済み】空手小公子　小日向海流　1巻,11791,50,  馬場康誌  ,,  講談社  ,ヤングマガジン, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/ギャグ・コメディー/スポーツ/学園/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD173460.jpg?20181213180814,https://www.ebookjapan.jp/ebj/11791/,/ebj/tachiyomi/additem.asp?tachiyomi_id=49026780,3,無料,2018/12/27
193,シリーズ書籍一覧 23冊を配信中 ,9673,23,  作画：小山ゆう　,武田鉄矢  ,  小学館  ,ヤングサンデー, 青年マンガ 長編マンガ/青年マンガ/歴史/時代劇/ヤングサンデー,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SHK41860.jpg?20181020213112,https://www.ebookjapan.jp/ebj/9673/,,0,有料,
194,シリーズ書籍一覧 6冊を配信中 ,24635,6,  ヤマザキマリ  ,,  KADOKAWA / エンターブレイン  ,ビームコミックス, 青年マンガ 青年マンガ/ＳＦ/個性派/ギャグ・コメディー/歴史/ビームコミックス/KADOKAWA/KADOKAWA / マンガ/電子で読もう！ ビーム・フェア 真夏,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/EBN00160.jpg?20180809163115,https://www.ebookjapan.jp/ebj/24635/,,0,有料,
195,ヤングジャンプ 2019 No.2,449502,12,  ヤングジャンプ編集部  ,,  集英社  ,週刊ヤングジャンプ, 男性マンガ誌 少年マンガ/青年マンガ/マンガ雑誌/週刊ヤングジャンプ/マガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/K3100050586861.jpg?20181212163613,https://www.ebookjapan.jp/ebj/449502/volume201902/,,0,有料,
196,シリーズ書籍一覧 44冊を配信中 ,25495,44,  中原裕　,神尾龍  ,  小学館  ,ビッグコミックスピリッツ, 青年マンガ 長編マンガ/青年マンガ/スポーツ/学園/ビッグコミックスピリッツ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX468760.jpg?20181017111136,https://www.ebookjapan.jp/ebj/25495/,,0,有料,
197,もうすぐ発売予定のシリーズ書籍,467434,22,  山田金鉄  ,,  講談社  ,週刊Dモーニング, 青年マンガ 青年マンガ/ラブコメ/仕事/週刊Dモーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/B3100044485661.jpg?20181206184526,https://www.ebookjapan.jp/ebj/467434/,,0,有料,
198,シリーズ書籍一覧 17冊を配信中 ,17748,17,  荻野真  ,,  サード・ライン  ,, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/ミステリー・ホラー/ヒーロー/昭和の名作1980年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/OGOG0160.jpg?20181208213018,https://www.ebookjapan.jp/ebj/17748/,,0,有料,
199,シリーズ書籍一覧 22冊を配信中 ,8227,22,  原　哲夫　監修：武論尊  ,,  ノース・スターズ・ピクチャーズ  ,バンチ, 青年マンガ 青年マンガ/アクション/ラブストーリー/ヒーロー/人情/歴史/バンチ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/BUN09760.jpg?20181119213013,https://www.ebookjapan.jp/ebj/8227/,,0,有料,
