,漫画タイトル,シリーズID,ISBN,漫画家,原作者,出版社,掲載雑誌,ジャンル,書影URL,タイトルURL,立ち読みURL,無料で読める巻数,無料キャンペーン中のタイトルなのか,無料期限
0,シリーズ書籍一覧 52冊を配信中 ,132898,52,  原泰久  ,,  集英社  ,週刊ヤングジャンプ, 青年マンガ 長編マンガ/青年マンガ/アクション/歴史/週刊ヤングジャンプ/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/G0100047559261.jpg?20181116175916,https://www.ebookjapan.jp/ebj/132898/,,0,有料,
1,シリーズ書籍一覧 21冊を配信中 ,8921,21,  ,とみさわ　千夏　作画：八月　薫  ,  双葉社  ,漫画アクション, 青年マンガ 長編マンガ/青年マンガ/ラブストーリー/仕事/漫画アクション,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/FUT27060.jpg?20180831190730,https://www.ebookjapan.jp/ebj/8921/,,0,有料,
2,【完結済み】東京喰種トーキョーグール:re　1巻,276441,18,  石田スイ  ,,  集英社  ,週刊ヤングジャンプ, 青年マンガ 青年マンガ/アクション/ファンタジー/ミステリー・ホラー/週刊ヤングジャンプ/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR905660.jpg?20180212213620,https://www.ebookjapan.jp/ebj/276441/,,2,有料,
3,シリーズ書籍一覧 13冊を配信中 ,20384,13,  本名ワコウ  ,,  小学館  ,ビッグコミックスモバMAN, 青年マンガ 長編マンガ/青年マンガ/ラブストーリー/ラブコメ/学園/ビッグコミックスモバMAN,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX238460.jpg?20181018112231,https://www.ebookjapan.jp/ebj/20384/,,0,有料,
4,シリーズ書籍一覧 48冊を配信中 ,17072,48,  小山ゆう  ,,  小学館  ,ビッグコミックスペリオール, 青年マンガ 長編マンガ/青年マンガ/アクション/歴史/時代劇/ビッグコミックスペリオール,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX080860.jpg?20181016233027,https://www.ebookjapan.jp/ebj/17072/,,0,有料,
5,シリーズ書籍一覧 44冊を配信中 ,7340,44,  作：亜樹直　画：オキモト・シュウ  ,,  講談社  ,モーニング, 青年マンガ ベストセラー/長編マンガ/青年マンガ/実用・エッセイ/仕事/料理/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/WINE0160.jpg?20181121172435,https://www.ebookjapan.jp/ebj/7340/,,0,有料,
6,シリーズ書籍一覧 22冊を配信中 ,25386,22,  花沢健吾  ,,  小学館  ,ビッグコミックスピリッツ, 青年マンガ 青年マンガ/ミステリー・ホラー/ビッグコミックスピリッツ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX468060.jpg?20181026192025,https://www.ebookjapan.jp/ebj/25386/,,0,有料,
7,ヤングマガジン　2019年2・3号 [2018年12月10日発売],276606,13,  ヤングマガジン編集部  ,,  講談社  ,ヤングマガジン, 男性マンガ誌 青年マンガ/個性派/ヤングマガジン/マンガ雑誌/マガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/Z8100049536861.jpg?20181207174201,https://www.ebookjapan.jp/ebj/276606/volume194/,,1,有料,
8,シリーズ書籍一覧 14冊を配信中 ,174045,14,  石田スイ  ,,  集英社  ,週刊ヤングジャンプ, 青年マンガ 青年マンガ/アクション/ファンタジー/ミステリー・ホラー/週刊ヤングジャンプ/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR571360.jpg?20180212213544,https://www.ebookjapan.jp/ebj/174045/,,0,有料,
9,【最新刊】ゴールデンカムイ　15巻,300577,17,  野田サトル  ,,  集英社  ,週刊ヤングジャンプ, 青年マンガ 青年マンガ/時代劇/週刊ヤングジャンプ/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/A5100041806861.jpg?20180918131751,https://www.ebookjapan.jp/ebj/300577/,,2,有料,
10,シリーズ書籍一覧 38冊を配信中 ,17199,38,  和久井健  ,,  講談社  ,ヤングマガジン, 青年マンガ 長編マンガ/青年マンガ/仕事/ネオン街/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD506360.jpg?20181020213101,https://www.ebookjapan.jp/ebj/17199/,,0,有料,
11,シリーズ書籍一覧 40冊を配信中 ,4604,40,  高田　裕三  ,,  講談社  ,ヤングマガジン, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/ファンタジー/ラブストーリー/ミステリー・ホラー/学園/歴史/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/3X3E0160.jpg?20181019213032,https://www.ebookjapan.jp/ebj/4604/,,0,有料,
12,シリーズ書籍一覧 150冊を配信中 ,148,150,  ,天王寺大 作画：郷力也  ,  日本文芸社  ,ニチブンコミックス, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ハードボイルド/社会派/仕事/ニチブンコミックス,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/H4100047693861.jpg?20181126173438,https://www.ebookjapan.jp/ebj/148/,,0,有料,
13,シリーズ書籍一覧 10冊を配信中 ,3959,10,  岩明均  ,,  講談社  ,アフタヌーン, 青年マンガ ベストセラー/青年マンガ/ＳＦ/アクション/ミステリー・ホラー/学園/アフタヌーン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/PARA0160.jpg?20181121172435,https://www.ebookjapan.jp/ebj/3959/,,0,有料,
14,シリーズ書籍一覧 21冊を配信中 ,191902,21,  三田紀房  ,,  コルク  ,モーニング, 青年マンガ 青年マンガ/社会派/学園/仕事/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/CLK00960.jpg?20180913212303,https://www.ebookjapan.jp/ebj/191902/,,0,有料,
15,シリーズ書籍一覧 22冊を配信中 ,163065,22,  作：貴家悠　画：橘賢一  ,,  集英社  ,週刊ヤングジャンプ, 青年マンガ 青年マンガ/ＳＦ/アクション/ファンタジー/週刊ヤングジャンプ/ヤングジャンプコミックスDIGITAL/ミラクルジャンプ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/P1100048461061.jpg?20181116194612,https://www.ebookjapan.jp/ebj/163065/,,0,有料,
16,シリーズ書籍一覧 37冊を配信中 ,141434,37,  奥浩哉  ,,  集英社  ,週刊ヤングジャンプ, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ＳＦ/アクション/週刊ヤングジャンプ/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR181060.jpg?20180212213530,https://www.ebookjapan.jp/ebj/141434/,,0,有料,
17,ウルトラジャンプ フリー!! 2018年12号,276452,1,  ウルトラジャンプ編集部　編  ,,  集英社  ,ウルトラジャンプ, 男性マンガ誌 少年マンガ/青年マンガ/マンガ雑誌/ウルトラジャンプ/マガジン/フリーマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/Q0100048559861.jpg?20181116194613,https://www.ebookjapan.jp/ebj/276452/volume201812/,,1,有料,
18,シリーズ書籍一覧 48冊を配信中 ,13870,48,  しげの秀一  ,,  講談社  ,ヤングマガジン, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/メカニック/学園/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD364760.jpg?20181020213057,https://www.ebookjapan.jp/ebj/13870/,,0,有料,
19,シリーズ書籍一覧 28冊を配信中 ,141809,28,  平本アキラ  ,,  講談社  ,ヤングマガジン, 青年マンガ 青年マンガ/ギャグ・コメディー/学園/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD855460.jpg?20181108174745,https://www.ebookjapan.jp/ebj/141809/,,0,有料,
20,シリーズ書籍一覧 43冊を配信中 ,7215,43,  かわぐちかいじ  ,,  講談社  ,モーニング, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ＳＦ/アクション/メカニック/社会派/仕事/歴史/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/ZIPA0160.jpg?20181129174040,https://www.ebookjapan.jp/ebj/7215/,,0,有料,
21,シリーズ書籍一覧 32冊を配信中 ,3757,32,  かわぐちかいじ  ,,  講談社  ,モーニング, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/メカニック/社会派/戦争/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SISE0160.jpg?20181129174040,https://www.ebookjapan.jp/ebj/3757/,,0,有料,
22,シリーズ書籍一覧 40冊を配信中 ,27262,40,  三浦建太郎  ,,  白泉社  ,ヤングアニマル, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ＳＦ/アクション/ファンタジー/ヤングアニマル/JETS COMICS/ヤングアニマルコミックス,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/F9100042347761.jpg?20180928121350,https://www.ebookjapan.jp/ebj/27262/,,0,有料,
23,シリーズ書籍一覧 49冊を配信中 ,20193,49,  ツジトモ　原案・取材協力：綱本将也  ,,  講談社  ,モーニング, 青年マンガ 長編マンガ/青年マンガ/スポーツ/仕事/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/P7100043327461.jpg?20181022155943,https://www.ebookjapan.jp/ebj/20193/,,0,有料,
24,シリーズ書籍一覧 111冊を配信中 ,13191,111,  画：花咲アキラ　作：雁屋哲  ,,  小学館  ,ビッグコミックスピリッツ, 青年マンガ ベストセラー/長編マンガ/青年マンガ/社会派/仕事/料理/ビッグコミックスピリッツ/昭和の名作1980年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SN132160.jpg?20181026213030,https://www.ebookjapan.jp/ebj/13191/,,0,有料,
25,YJC NEWS 12月号,165767,1,  集英社　編  ,,  集英社  ,ヤングジャンプコミックスDIGITAL, 男性マンガ誌 青年マンガ/マンガ雑誌/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/Q0100048559661.jpg?20181116194613,https://www.ebookjapan.jp/ebj/165767/volume66/,,1,有料,
26,シリーズ書籍一覧 27冊を配信中 ,2841,27,  ,武論尊　画：原　哲夫  ,  ノース・スターズ・ピクチャーズ  ,, 少年マンガ ベストセラー/長編マンガ/少年マンガ/青年マンガ/アクション/ハードボイルド/ヒーロー/【NSP】/昭和の名作1980年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/HKEN0160.jpg?20180912173516,https://www.ebookjapan.jp/ebj/2841/,,0,有料,
27,シリーズ書籍一覧 44冊を配信中 ,17954,44,  真鍋昌平  ,,  小学館  ,ビッグコミックスピリッツ, 青年マンガ 長編マンガ/青年マンガ/仕事/ビッグコミックスピリッツ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/W7100046624161.jpg?20181101143537,https://www.ebookjapan.jp/ebj/17954/,,0,有料,
28,【最新刊】ゴルゴ13　191巻,10429,191,  さいとう・たかを  ,,  小学館  ,ビッグコミック, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/ハードボイルド/ビッグコミック/SPコミックス,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/U2100048978561.jpg?20181122163306,https://www.ebookjapan.jp/ebj/10429/,,1,有料,
29,シリーズ書籍一覧 34冊を配信中 ,11145,34,  小山宙哉  ,,  講談社  ,モーニング, 青年マンガ 青年マンガ/ＳＦ/個性派/仕事/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/P7100043328161.jpg?20181101175527,https://www.ebookjapan.jp/ebj/11145/,,0,有料,
30,【完結済み】静かなるドン　1巻,108,108,  新田　たつお  ,,  実業之日本社  ,マンサンコミックス, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/ハードボイルド/仕事/マンサンコミックス/帰ってきた漫画サンデー掲載作品/昭和の名作1980年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SZDO0160.jpg?20181213182555,https://www.ebookjapan.jp/ebj/108/,/ebj/tachiyomi/additem.asp?tachiyomi_id=49000414,1,無料,2018/12/27
31,シリーズ書籍一覧 60冊を配信中 ,4076,60,  横山　光輝  ,,  潮出版社  ,希望コミックス, 少年マンガ ベストセラー/長編マンガ/少年マンガ/青年マンガ/ヒーロー/歴史/学習マンガ/希望コミックス/鉄・人・影　横山光輝生誕80周年記念読本掲載作品/昭和の名作1970年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SGSI0160.jpg?20170420185809,https://www.ebookjapan.jp/ebj/4076/,,0,有料,
32,シリーズ書籍一覧 45冊を配信中 ,2238,45,  永井豪  ,,  【イーブックイニシアティブジャパン】  ,, 少年マンガ ベストセラー/長編マンガ/少年マンガ/青年マンガ/ＳＦ/アクション,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/JACK0160.jpg?20180827170217,https://www.ebookjapan.jp/ebj/2238/,,0,有料,
33,シリーズ書籍一覧 31冊を配信中 ,11889,31,  むとうひろし  ,,  日本文芸社  ,ニチブンコミックス, 青年マンガ 長編マンガ/青年マンガ/アクション/仕事/ニチブンコミックス,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/NBS01160.jpg?20180912213026,https://www.ebookjapan.jp/ebj/11889/,,0,有料,
34,シリーズ書籍一覧 14冊を配信中 ,5835,14,  著者：貞本義行 ,カラー  ,  KADOKAWA / 角川書店  ,角川コミックス・エース, 少年マンガ ベストセラー/少年マンガ/青年マンガ/ＳＦ/角川コミックス・エース/KADOKAWA/KADOKAWA / マンガ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KDS11660.jpg?20170702213159,https://www.ebookjapan.jp/ebj/5835/,,0,有料,
35,シリーズ書籍一覧 13冊を配信中 ,3146,13,  弘兼憲史  ,,  講談社  ,モーニング, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ヒーロー/仕事/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/BSIM0160.jpg?20181019213031,https://www.ebookjapan.jp/ebj/3146/,,0,有料,
36,シリーズ書籍一覧 17冊を配信中 ,364725,17,  ,ONE　漫画：村田雄介  ,  集英社  ,となりのヤングジャンプ, 青年マンガ 少年マンガ/青年マンガ/アクション/ヒーロー/ギャグ・コメディー/ジャンプコミックスDIGITAL/となりのヤングジャンプ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/Q1100040763861.jpg?20180903175755,https://www.ebookjapan.jp/ebj/364725/,,0,有料,
37,シリーズ書籍一覧 29冊を配信中 ,11968,29,  著：村生ミオ  ,,  日本文芸社  ,ニチブンコミックス, 青年マンガ 長編マンガ/青年マンガ/ラブストーリー/ミステリー・ホラー/ニチブンコミックス,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/N9100037942261.jpg?20180827233212,https://www.ebookjapan.jp/ebj/11968/,,0,有料,
38,鬼平犯科帳　（1）［コミック・ワイド版］,2030,55,  さいとう・たかを　,池波正太郎　脚色：久保田千太郎  ,  リイド社  ,SPコミックス, 青年マンガ 長編マンガ/青年マンガ/アクション/時代劇/SPコミックス/鬼平犯科帳セレクション,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/LED30160.jpg?20180614210504,https://www.ebookjapan.jp/ebj/2030/volume501/,,0,有料,
39,シリーズ書籍一覧 24冊を配信中 ,244185,24,  神崎裕也  ,,  新潮社  ,BUNCH COMICS, 青年マンガ 青年マンガ/BUNCH COMICS,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/5T206660.jpg?20181004185808,https://www.ebookjapan.jp/ebj/244185/,,0,有料,
40,シリーズ書籍一覧 33冊を配信中 ,11478,33,  松本光司  ,,  講談社  ,ヤングマガジン, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/ミステリー・ホラー/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KD156160.jpg?20181108174745,https://www.ebookjapan.jp/ebj/11478/,,0,有料,
41,シリーズ書籍一覧 58冊を配信中 ,18872,58,  弘兼憲史  ,,  小学館  ,ビッグコミックオリジナル, 青年マンガ 長編マンガ/青年マンガ/ラブストーリー/人情/仕事/ビッグコミックオリジナル,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/U0100043756961.jpg?20181016233032,https://www.ebookjapan.jp/ebj/18872/,,0,有料,
42,シリーズ書籍一覧 40冊を配信中 ,146513,40,  弓月光  ,,  集英社  ,ビジネスジャンプ, 青年マンガ 青年マンガ/ラブコメ/仕事/ビジネスジャンプ/ヤングジャンプコミックスDIGITAL,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/RR290660.jpg?20181029132722,https://www.ebookjapan.jp/ebj/146513/,,0,有料,
43,シリーズ書籍一覧 25冊を配信中 ,16349,25,  乃木坂太郎　原案：永井明  ,,  小学館  ,ビッグコミックスペリオール, 青年マンガ ベストセラー/長編マンガ/青年マンガ/社会派/仕事/ビッグコミックスペリオール,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SX034460.jpg?20181016233027,https://www.ebookjapan.jp/ebj/16349/,,0,有料,
44,シリーズ書籍一覧 19冊を配信中 ,4451,19,  寺沢武一  ,,  エイガアルライツ  ,, 少年マンガ ベストセラー/長編マンガ/少年マンガ/青年マンガ/ＳＦ/アクション/昭和の名作1970年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SACO0160.jpg?20181004181556,https://www.ebookjapan.jp/ebj/4451/,,0,有料,
45,シリーズ書籍一覧 13冊を配信中 ,147440,13,  桜井画門  ,,  講談社  ,good！アフタヌーン, 青年マンガ 青年マンガ/ミステリー・ホラー/アフタヌーン/good！アフタヌーン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/B4100044490261.jpg?20181106121714,https://www.ebookjapan.jp/ebj/147440/,,0,有料,
46,シリーズ書籍一覧 13冊を配信中 ,17111,13,  福本伸行  ,,  ハイストーン  ,ヤングマガジン, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ハードボイルド/ヒーロー/社会派/個性派/ギャンブル/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/FKM00160.jpg?20181212213015,https://www.ebookjapan.jp/ebj/17111/,,0,有料,
47,シリーズ書籍一覧 6冊を配信中 ,278747,6,  著者：九井諒子  ,,  KADOKAWA / エンターブレイン  ,HARTA COMIX, 青年マンガ 青年マンガ/アクション/ファンタジー/HARTA COMIX/KADOKAWA/KADOKAWA / マンガ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/F7100034521261.jpg?20180412154545,https://www.ebookjapan.jp/ebj/278747/,,0,有料,
48,シリーズ書籍一覧 10冊を配信中 ,22309,10,  春輝  ,,  秋田書店  ,ヤングチャンピオン, 青年マンガ 青年マンガ/ラブコメ/学園/仕事/ヤングチャンピオン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/J6100037512461.jpg?20180828154914,https://www.ebookjapan.jp/ebj/22309/,,0,有料,
49,シリーズ書籍一覧 22冊を配信中 ,22875,22,  浜田よしかづ  ,,  双葉社  ,漫画アクション, 青年マンガ 長編マンガ/青年マンガ/アクション/ファンタジー/ラブコメ/学園/漫画アクション/コミックハイ！,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/G8100047632161.jpg?20181109143721,https://www.ebookjapan.jp/ebj/22875/,,0,有料,
50,シリーズ書籍一覧 25冊を配信中 ,7476,25,  山田芳裕  ,,  講談社  ,モーニング, 青年マンガ 青年マンガ/個性派/ギャグ・コメディー/歴史/時代劇/モーニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/HEUG0160.jpg?20181019233031,https://www.ebookjapan.jp/ebj/7476/,,0,有料,
51,【最新刊】ザ・ファブル　16巻,305819,16,  南勝久  ,,  講談社  ,ヤングマガジン, 青年マンガ 青年マンガ/アクション/ヤングマガジン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/T4100048892661.jpg?20181205171709,https://www.ebookjapan.jp/ebj/305819/,,3,有料,
52,シリーズ書籍一覧 96冊を配信中 ,11910,96,  作：九十九森 画：さとう輝  ,,  日本文芸社  ,ニチブンコミックス, 青年マンガ 長編マンガ/青年マンガ/人情/仕事/料理/ニチブンコミックス,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/H2100050279261.jpg?20181206161013,https://www.ebookjapan.jp/ebj/11910/,,0,有料,
53,シリーズ書籍一覧 19冊を配信中 ,132403,19,  荒木飛呂彦  ,,  集英社  ,ウルトラジャンプ, 青年マンガ 長編マンガ/青年マンガ/アクション/ファンタジー/ミステリー・ホラー/個性派/ウルトラジャンプ/ジャンプコミックスDIGITAL/ジョジョの奇妙な冒険,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/C3100044581161.jpg?20181022131050,https://www.ebookjapan.jp/ebj/132403/,,0,有料,
54,【完結済み】BANANA FISH　20巻,7000,23,  吉田　秋生  ,,  小学館  ,ベツコミ, 少女マンガ 青年マンガ/少女コミック/アクション/ミステリー・ホラー/少女コミック アクション/少女コミック ミステリー・ホラー/ベツコミ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/J0100050458461.jpg?20181213155953,https://www.ebookjapan.jp/ebj/7000/,,3,有料,
55,シリーズ書籍一覧 9冊を配信中 ,19030,9,  佐藤秀峰  ,,  電書バト  ,, 青年マンガ ベストセラー/青年マンガ/社会派/仕事,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/STSH2660.jpg?20180914204128,https://www.ebookjapan.jp/ebj/19030/,,0,有料,
56,シリーズ書籍一覧 16冊を配信中 ,15946,16,  大和田秀樹  ,,  竹書房  ,近代麻雀, 青年マンガ ベストセラー/青年マンガ/アクション/社会派/ギャグ・コメディー/ギャンブル/近代麻雀,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/TAS51760.jpg?20181213140501,https://www.ebookjapan.jp/ebj/15946/,,0,有料,
57,シリーズ書籍一覧 28冊を配信中 ,9349,28,  作：倉科遼　画：和気一作  ,,  グループ・ゼロ  ,マンガの金字塔, 青年マンガ 長編マンガ/青年マンガ/ラブストーリー/人情/仕事/ネオン街/マンガの金字塔,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/GRZ52560.jpg?20181005233230,https://www.ebookjapan.jp/ebj/9349/,,0,有料,
58,シリーズ書籍一覧 28冊を配信中 ,199069,28,  こざき亜衣  ,,  小学館  ,ビッグコミックスピリッツ, 青年マンガ 青年マンガ/スポーツ/ビッグコミックスピリッツ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/W5100049206261.jpg?20181214173922,https://www.ebookjapan.jp/ebj/199069/,,0,有料,
59,シリーズ書籍一覧 20冊を配信中 ,3401,20,  ,高森　朝雄　画：ちば　てつや  ,  講談社  ,週刊少年マガジン, 少年マンガ ベストセラー/長編マンガ/少年マンガ/青年マンガ/アクション/ヒーロー/スポーツ/週刊少年マガジン/昭和の名作1960年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/AJOE0160.jpg?20181009193958,https://www.ebookjapan.jp/ebj/3401/,,0,有料,
60,シリーズ書籍一覧 11冊を配信中 ,235395,11,  奥浩哉  ,,  講談社  ,イブニング, 青年マンガ 青年マンガ/ＳＦ/ミステリー・ホラー/社会派/人情/イブニング,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KA282460.jpg?20181129174041,https://www.ebookjapan.jp/ebj/235395/,,0,有料,
61,シリーズ書籍一覧 21冊を配信中 ,5225,21,  横山　光輝  ,,  潮出版社  ,希望コミックス, 少年マンガ ベストセラー/長編マンガ/少年マンガ/青年マンガ/ヒーロー/歴史/学習マンガ/希望コミックス/昭和の名作1980年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/KORY0160.jpg?20171221134310,https://www.ebookjapan.jp/ebj/5225/,,0,有料,
62,シリーズ書籍一覧 27冊を配信中 ,245688,27,  井上淳哉  ,,  新潮社  ,BUNCH COMICS, 青年マンガ 青年マンガ/BUNCH COMICS,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/5T353360.jpg?20181108174746,https://www.ebookjapan.jp/ebj/245688/,,0,有料,
63,シリーズ書籍一覧 12冊を配信中 ,18060,12,  原作・作画：佐藤秀峰　原案・取材：小森陽一  ,,  電書バト  ,, 青年マンガ ベストセラー/青年マンガ/アクション/社会派/仕事,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/STSH1460.jpg?20180914204128,https://www.ebookjapan.jp/ebj/18060/,,0,有料,
64,シリーズ書籍一覧 42冊を配信中 ,8715,42,  村上　もとか  ,,  小学館  ,ビッグコミックオリジナル, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/仕事/歴史/時代劇/戦争/ビッグコミックオリジナル,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/SHG85760.jpg?20181016213031,https://www.ebookjapan.jp/ebj/8715/,,0,有料,
65,シリーズ書籍一覧 23冊を配信中 ,26786,23,  著者：三宅乱丈  ,,  KADOKAWA / エンターブレイン  ,ビームコミックス, 青年マンガ 青年マンガ/ＳＦ/アクション/ファンタジー/ビームコミックス/KADOKAWA/KADOKAWA / マンガ/電子で読もう！ ビーム・フェア 初夏,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/S8100038436361.jpg?20180711131242,https://www.ebookjapan.jp/ebj/26786/,,0,有料,
66,シリーズ書籍一覧 11冊を配信中 ,28407,11,  森薫  ,,  KADOKAWA / エンターブレイン  ,HARTA COMIX, 青年マンガ 青年マンガ/ラブストーリー/歴史/ビームコミックス/HARTA COMIX/KADOKAWA/KADOKAWA / マンガ,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/K6100050615361.jpg?20181214173920,https://www.ebookjapan.jp/ebj/28407/,,0,有料,
67,シリーズ書籍一覧 35冊を配信中 ,14537,35,  福本伸行  ,,  ハイストーン  ,近代麻雀, 青年マンガ ベストセラー/長編マンガ/青年マンガ/個性派/ギャンブル/近代麻雀,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/A1100036560361.jpg?20180604121528,https://www.ebookjapan.jp/ebj/14537/,,0,有料,
68,シリーズ書籍一覧 19冊を配信中 ,1897,19,  ,小池一夫　画：叶精作  , ,, 青年マンガ ベストセラー/長編マンガ/青年マンガ/アクション/ハードボイルド/昭和の名作1970年代,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/DUMM0160.jpg?20180625132610,https://www.ebookjapan.jp/ebj/1897/,,0,有料,
69,シリーズ書籍一覧 48冊を配信中 ,7766,48,  藤島　康介  ,,  講談社  ,アフタヌーン, 青年マンガ ベストセラー/長編マンガ/青年マンガ/ＳＦ/ファンタジー/ラブストーリー/ラブコメ/学園/アフタヌーン,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/GOOD0160.jpg?20181031233032,https://www.ebookjapan.jp/ebj/7766/,,0,有料,
70,シリーズ書籍一覧 16冊を配信中 ,21970,16,  中村光  ,,  講談社  ,モーニング・ツー, 青年マンガ ベストセラー/青年マンガ/個性派/ギャグ・コメディー/モーニング/モーニング・ツー,https:////cache2-ebookjapan.akamaized.net/contents/thumb/l/B4100044491861.jpg?20181121134417,https://www.ebookjapan.jp/ebj/21970/,,0,有料,
